item_identificador,loja_identificador,vendas_totais,item_peso,item_conteudo_gordura,item_visibilidade,item_tipo,item_preco,loja_ano_estabelecimento,loja_tamanho,loja_tipo_localizacao,loja_tipo
FDX16,OUT035,194746.5,17.85,Baixo Teor de Gordura,0.065797601,Alimentos Congelados,147.8,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDC51,OUT035,197076.8,10.895,Regular,0.009620042,Laticínios,121.67,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRJ59,OUT013,30893.12,11.65,Baixo Teor de Gordura,0.019356132,Bebidas Alcoólicas,39.12,1997,Grande,Nível 3,Supermercado Tipo 1
DRL01,OUT049,630978.66,19.5,Regular,0.07729230200000001,Bebidas Não Alcoólicas,235.4,2009,Médio,Nível 1,Supermercado Tipo 1
FDW13,OUT027,249275.52,12.857645184135977,Baixo Teor de Gordura,0.097410707,Enlatados,52.73,1995,Médio,Nível 3,Supermercado Tipo 3
NCN55,OUT017,360530.7,14.6,Baixo Teor de Gordura,0.059827007,Outros,239.25,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRI37,OUT010,11718.08,15.85,Baixo Teor de Gordura,0.180096791,Bebidas Não Alcoólicas,57.39,2008,Desconhecido,Nível 3,Mercado
DRM35,OUT045,588833.52,9.695,Baixo Teor de Gordura,0.070587419,Bebidas Alcoólicas,176.93,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDR25,OUT017,264988.4,17.0,Regular,0.140311123,Enlatados,265.69,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCP30,OUT045,70707.96,20.5,Baixo Teor de Gordura,0.032835147,Cereais,40.28,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCE43,OUT010,17044.48,12.5,Baixo Teor de Gordura,0.17314115,Cereais,168.44,2008,Desconhecido,Nível 3,Mercado
DRL47,OUT046,151003.44,19.7,Baixo Teor de Gordura,0.038736781000000005,Bebidas Alcoólicas,127.44,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDC08,OUT013,316920.8,19.0,Regular,0.103363904,Frutas e Vegetais,226.17,1997,Grande,Nível 3,Supermercado Tipo 1
FDW48,OUT019,16112.36,12.857645184135977,Baixo Teor de Gordura,0.0,Confeitaria,81.86,1995,Pequeno,Nível 1,Mercado
FDS46,OUT046,214520.76,17.6,Regular,0.047257328,Lanches,119.68,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRD27,OUT019,19840.84,12.857645184135977,Baixo Teor de Gordura,0.041740624000000004,Laticínios,98.3,1995,Pequeno,Nível 1,Mercado
FDM32,OUT013,179766.0,20.5,Baixo Teor de Gordura,0.020587886,Frutas e Vegetais,89.58,1997,Grande,Nível 3,Supermercado Tipo 1
FDX60,OUT027,271646.4,12.857645184135977,Baixo Teor de Gordura,0.080203852,Confeitaria,78.0,1995,Médio,Nível 3,Supermercado Tipo 3
NCX42,OUT017,164452.6,6.36,Baixo Teor de Gordura,0.006012413,Cereais,163.05,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDS34,OUT049,113851.8,19.35,Regular,0.076878416,Lanches,113.95,2009,Médio,Nível 1,Supermercado Tipo 1
FDA09,OUT017,269649.0,13.35,Regular,0.15021128,Lanches,179.07,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDI15,OUT049,370983.76,13.8,Baixo Teor de Gordura,0.0,Laticínios,263.79,2009,Médio,Nível 1,Supermercado Tipo 1
FDY25,OUT017,507073.28,12.0,Baixo Teor de Gordura,0.034166609,Enlatados,181.3,2017,Desconhecido,Nível 2,Supermercado Tipo 1
DRL35,OUT010,12983.1,15.7,Baixo Teor de Gordura,0.0,Bebidas Alcoólicas,43.38,2008,Desconhecido,Nível 3,Mercado
FDO51,OUT013,80961.28,6.785,Regular,0.041947547,Açougue,41.21,1997,Grande,Nível 3,Supermercado Tipo 1
FDE22,OUT018,271646.4,9.695,Baixo Teor de Gordura,0.029693277,Lanches,159.79,2019,Médio,Nível 3,Supermercado Tipo 2
FDS39,OUT017,199473.68,6.895,Baixo Teor de Gordura,0.022587621000000002,Açougue,143.78,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCS54,OUT049,494023.6,13.6,Baixo Teor de Gordura,0.010008699000000001,Cereais,176.74,2009,Médio,Nível 1,Supermercado Tipo 1
NCK17,OUT049,119844.0,11.0,Baixo Teor de Gordura,0.037953762,Mercearia,38.45,2009,Médio,Nível 1,Supermercado Tipo 1
NCO26,OUT049,266453.16,7.235,Baixo Teor de Gordura,0.07697511800000001,Cereais,116.65,2009,Médio,Nível 1,Supermercado Tipo 1
FDX46,OUT035,177768.6,12.3,Regular,0.058105769,Lanches,60.46,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDQ49,OUT017,78231.5,20.2,Regular,0.039469737000000005,Café da Manhã,155.16,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDX04,OUT013,52731.36,19.6,Regular,0.041536962000000004,Alimentos Congelados,46.04,1997,Grande,Nível 3,Supermercado Tipo 1
FDG33,OUT018,206131.68,5.365,Regular,0.140811559,Frutos do Mar,173.58,2019,Médio,Nível 3,Supermercado Tipo 2
FDP07,OUT046,39282.2,18.2,Baixo Teor de Gordura,0.089901774,Frutas e Vegetais,197.51,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCQ05,OUT017,240753.28,11.395,Baixo Teor de Gordura,0.0,Mercearia,149.27,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCL31,OUT017,486699.7999999999,7.39,Baixo Teor de Gordura,0.12096134700000001,Outros,143.85,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCK18,OUT018,297213.12,9.6,Baixo Teor de Gordura,0.0067253880000000005,Cereais,165.92,2019,Médio,Nível 3,Supermercado Tipo 2
FDU52,OUT045,250340.8,7.5600000000000005,Baixo Teor de Gordura,0.06390019,Alimentos Congelados,157.26,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDS13,OUT013,529976.8,6.465,Baixo Teor de Gordura,0.12440250700000001,Enlatados,266.19,1997,Grande,Nível 3,Supermercado Tipo 1
FDM45,OUT046,242351.2,8.655,Regular,0.08819473,Lanches,119.68,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDS35,OUT046,96873.9,9.3,Baixo Teor de Gordura,0.111220521,Pães,65.78,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDD34,OUT045,342554.1,7.945,Baixo Teor de Gordura,0.015908485,Lanches,161.42,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDK46,OUT010,25966.2,9.6,Baixo Teor de Gordura,0.086145867,Lanches,258.36,2008,Desconhecido,Nível 3,Mercado
FDV34,OUT045,103465.32,10.695,Regular,0.011448629,Lanches,72.9,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDZ26,OUT018,358533.3,11.6,Regular,0.144604071,Laticínios,240.82,2019,Médio,Nível 3,Supermercado Tipo 2
FDL36,OUT019,8988.3,12.857645184135977,Baixo Teor de Gordura,0.13319835500000002,Confeitaria,91.08,1995,Pequeno,Nível 1,Mercado
NCD07,OUT013,68311.08,9.1,Baixo Teor de Gordura,0.055382616,Cereais,115.05,1997,Grande,Nível 3,Supermercado Tipo 1
FDS15,OUT045,32357.88,9.195,Regular,0.07821891,Açougue,107.66,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCK17,OUT017,47937.6,11.0,Baixo Teor de Gordura,0.038109194,Mercearia,40.95,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDE16,OUT019,83358.16,12.857645184135977,Baixo Teor de Gordura,0.046124444,Alimentos Congelados,206.8,1995,Pequeno,Nível 1,Mercado
FDB12,OUT049,197343.12,11.15,Regular,0.105471384,Confeitaria,105.86,2009,Médio,Nível 1,Supermercado Tipo 1
FDH38,OUT017,281233.92,6.425,Baixo Teor de Gordura,0.010497273000000001,Enlatados,118.38,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDZ60,OUT019,21571.92,12.857645184135977,Baixo Teor de Gordura,0.20898712300000002,Confeitaria,106.06,1995,Pequeno,Nível 1,Mercado
FDX59,OUT045,44142.54,10.195,Baixo Teor de Gordura,0.051766042000000005,Pães,34.56,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDT20,OUT049,54062.96,10.5,Baixo Teor de Gordura,0.041459804,Frutas e Vegetais,39.22,2009,Médio,Nível 1,Supermercado Tipo 1
NCH07,OUT013,190152.48,13.15,Baixo Teor de Gordura,0.09258991700000001,Cereais,159.56,1997,Grande,Nível 3,Supermercado Tipo 1
FDQ09,OUT049,334031.86,7.235,Baixo Teor de Gordura,0.058222587000000006,Lanches,114.88,2009,Médio,Nível 1,Supermercado Tipo 1
FDO49,OUT049,70841.12,10.6,Regular,0.033103556,Café da Manhã,48.9,2009,Médio,Nível 1,Supermercado Tipo 1
FDV07,OUT017,154731.92,9.5,Baixo Teor de Gordura,0.0,Frutas e Vegetais,110.42,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDD57,OUT017,171376.92,18.1,Baixo Teor de Gordura,0.022526293000000003,Frutas e Vegetais,95.01,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDE11,OUT019,18509.24,12.857645184135977,Regular,0.23653561,Alimentos Ricos em Amido,184.19,1995,Pequeno,Nível 1,Mercado
DRD01,OUT049,38682.98,12.1,Regular,0.061270647000000004,Bebidas Não Alcoólicas,53.26,2009,Médio,Nível 1,Supermercado Tipo 1
FDZ33,OUT049,118246.08,10.195,Baixo Teor de Gordura,0.10756402400000001,Lanches,149.01,2009,Médio,Nível 1,Supermercado Tipo 1
NCX41,OUT046,381103.92,19.0,Baixo Teor de Gordura,0.017719277000000002,Mercearia,211.02,2007,Pequeno,Nível 1,Supermercado Tipo 1
NCD43,OUT013,21039.28,8.85,Baixo Teor de Gordura,0.016006626,Cereais,105.7,1997,Grande,Nível 3,Supermercado Tipo 1
FDU10,OUT049,63384.16,10.1,Regular,0.045763062,Lanches,38.48,2009,Médio,Nível 1,Supermercado Tipo 1
FDM14,OUT027,271313.5,12.857645184135977,Baixo Teor de Gordura,0.013199737000000001,Enlatados,108.93,1995,Médio,Nível 3,Supermercado Tipo 3
DRD24,OUT017,170178.48,13.85,Baixo Teor de Gordura,0.030969274,Bebidas Não Alcoólicas,140.92,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCM17,OUT017,124904.08,7.93,Baixo Teor de Gordura,0.071538243,Mercearia,44.51,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDH28,OUT017,75901.2,15.85,Regular,0.11065337700000001,Alimentos Congelados,36.95,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDD45,OUT045,113452.32,8.615,Baixo Teor de Gordura,0.11648472100000001,Frutas e Vegetais,94.14,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCI31,OUT018,58590.4,20.0,Baixo Teor de Gordura,0.08165845000000001,Outros,35.02,2019,Médio,Nível 3,Supermercado Tipo 2
FDT27,OUT013,609340.16,11.395,Regular,0.06952926200000001,Açougue,233.16,1997,Grande,Nível 3,Supermercado Tipo 1
FDD33,OUT045,395019.14,12.85,Baixo Teor de Gordura,0.108412059,Frutas e Vegetais,233.26,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDE21,OUT045,173773.8,12.8,Baixo Teor de Gordura,0.02299122,Frutas e Vegetais,114.95,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDL44,OUT013,339757.74,18.25,Baixo Teor de Gordura,0.012264903,Frutas e Vegetais,162.89,1997,Grande,Nível 3,Supermercado Tipo 1
FDY21,OUT027,530309.7,12.857645184135977,Baixo Teor de Gordura,0.17264121300000002,Lanches,195.11,1995,Médio,Nível 3,Supermercado Tipo 3
DRA24,OUT010,32757.36,19.35,Regular,0.066831682,Bebidas Não Alcoólicas,163.89,2008,Desconhecido,Nível 3,Mercado
DRE13,OUT035,122107.72,6.28,Baixo Teor de Gordura,0.027699863,Bebidas Não Alcoólicas,87.92,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDV21,OUT018,162721.52,11.5,Baixo Teor de Gordura,0.171779865,Lanches,126.07,2019,Médio,Nível 3,Supermercado Tipo 2
FDO31,OUT013,175771.2,6.76,Regular,0.028958563000000003,Frutas e Vegetais,78.4,1997,Grande,Nível 3,Supermercado Tipo 1
DRE12,OUT049,158460.4,4.59,Baixo Teor de Gordura,0.07089060200000001,Bebidas Não Alcoólicas,111.69,2009,Médio,Nível 1,Supermercado Tipo 1
FDS09,OUT027,75901.2,12.857645184135977,Regular,0.08069580600000001,Lanches,51.3,1995,Médio,Nível 3,Supermercado Tipo 3
FDA01,OUT046,52731.36,15.0,Regular,0.054378253,Enlatados,59.19,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDK02,OUT018,323578.8,12.5,Baixo Teor de Gordura,0.112681821,Enlatados,119.14,2019,Médio,Nível 3,Supermercado Tipo 2
FDA34,OUT027,744364.4,12.857645184135977,Baixo Teor de Gordura,0.014788594,Alimentos Ricos em Amido,174.41,1995,Médio,Nível 3,Supermercado Tipo 3
DRF25,OUT027,128166.5,12.857645184135977,Baixo Teor de Gordura,0.038736754000000005,Bebidas Não Alcoólicas,37.32,1995,Médio,Nível 3,Supermercado Tipo 3
NCK05,OUT017,91880.4,20.1,Baixo Teor de Gordura,0.077892365,Mercearia,59.35,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDB21,OUT045,531707.88,7.475,Baixo Teor de Gordura,0.148821808,Frutas e Vegetais,241.29,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDQ28,OUT046,308931.2,14.0,Regular,0.060427062000000004,Alimentos Congelados,153.57,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDT13,OUT046,433369.22,14.85,Baixo Teor de Gordura,0.018571641,Enlatados,187.32,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDQ40,OUT017,333965.28,11.1,Regular,0.03623131,Alimentos Congelados,175.07,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDW24,OUT010,4860.34,6.8,Baixo Teor de Gordura,0.06276237400000001,Confeitaria,50.4,2008,Desconhecido,Nível 3,Mercado
FDZ01,OUT035,247677.6,8.975,Regular,0.009057132,Enlatados,104.1,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDA39,OUT013,94277.28,6.32,Baixo Teor de Gordura,0.012707362000000002,Açougue,41.08,1997,Grande,Nível 3,Supermercado Tipo 1
FDY39,OUT018,238889.04,5.305,Regular,0.047220268,Açougue,181.96,2019,Médio,Nível 3,Supermercado Tipo 2
FDS20,OUT017,291886.72,8.85,Baixo Teor de Gordura,0.054171606000000004,Frutas e Vegetais,183.93,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDB38,OUT046,175771.2,19.5,Regular,0.027346699999999998,Enlatados,158.99,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDH21,OUT035,459535.16,10.395,Baixo Teor de Gordura,0.031219108000000002,Frutos do Mar,156.96,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDT24,OUT035,69509.52,12.35,Regular,0.185824165,Confeitaria,78.53,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDQ59,OUT045,184559.76,9.8,Regular,0.056500895,Pães,85.89,2012,Desconhecido,Nível 2,Supermercado Tipo 1
DRM35,OUT027,588833.52,12.857645184135977,Baixo Teor de Gordura,0.07010342500000001,Bebidas Alcoólicas,179.43,1995,Médio,Nível 3,Supermercado Tipo 3
FDS59,OUT018,142814.1,14.8,Regular,0.04407225,Pães,109.06,2019,Médio,Nível 3,Supermercado Tipo 2
NCZ18,OUT046,507339.6,7.825,Baixo Teor de Gordura,0.186067862,Cereais,255.47,2007,Pequeno,Nível 1,Supermercado Tipo 1
DRE01,OUT046,533172.6399999999,10.1,Baixo Teor de Gordura,0.167155198,Bebidas Não Alcoólicas,241.75,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDI52,OUT049,49002.88,18.7,Baixo Teor de Gordura,0.10484088400000001,Alimentos Congelados,122.11,2009,Médio,Nível 1,Supermercado Tipo 1
FDB32,OUT018,131428.92,20.6,Baixo Teor de Gordura,0.023548476000000002,Frutas e Vegetais,93.38,2019,Médio,Nível 3,Supermercado Tipo 2
NCM26,OUT013,229701.0,20.5,Baixo Teor de Gordura,0.02312394,Outros,154.63,1997,Grande,Nível 3,Supermercado Tipo 1
FDS02,OUT017,409666.74,10.195,Regular,0.146692433,Laticínios,194.58,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDC34,OUT046,467391.6,16.0,Regular,0.172759093,Lanches,157.1,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDL48,OUT013,72905.1,19.35,Regular,0.082197959,Confeitaria,49.2,1997,Grande,Nível 3,Supermercado Tipo 1
NCZ54,OUT049,714802.88,14.65,Baixo Teor de Gordura,0.08348899200000001,Cereais,161.36,2009,Médio,Nível 1,Supermercado Tipo 1
DRP35,OUT027,319584.0,12.857645184135977,Baixo Teor de Gordura,0.090427268,Bebidas Alcoólicas,126.23,1995,Médio,Nível 3,Supermercado Tipo 3
FDS52,OUT018,101201.6,8.89,Baixo Teor de Gordura,0.005496816000000001,Alimentos Congelados,102.8,2019,Médio,Nível 3,Supermercado Tipo 2
FDO10,OUT027,97339.96,12.857645184135977,Regular,0.01268995,Lanches,56.46,1995,Médio,Nível 3,Supermercado Tipo 3
FDA27,OUT045,102266.88,20.35,Regular,0.030990354,Laticínios,256.37,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDP33,OUT013,204533.76,18.7,Baixo Teor de Gordura,0.089197963,Lanches,257.37,1997,Grande,Nível 3,Supermercado Tipo 1
DRF36,OUT045,363060.74,16.1,Baixo Teor de Gordura,0.023625114000000003,Bebidas Não Alcoólicas,189.38,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDN39,OUT035,285228.72,19.35,Regular,0.065507999,Açougue,168.98,2014,Pequeno,Nível 2,Supermercado Tipo 1
DRB48,OUT027,129631.26,12.857645184135977,Regular,0.024733134,Bebidas Não Alcoólicas,40.28,1995,Médio,Nível 3,Supermercado Tipo 3
DRF60,OUT045,429041.52,10.8,Baixo Teor de Gordura,0.052174319000000004,Bebidas Não Alcoólicas,240.36,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDE08,OUT019,44542.02,12.857645184135977,Baixo Teor de Gordura,0.08635240300000001,Frutas e Vegetais,149.87,1995,Pequeno,Nível 1,Mercado
DRF15,OUT019,30626.8,12.857645184135977,Baixo Teor de Gordura,0.058153409,Laticínios,152.03,1995,Pequeno,Nível 1,Mercado
FDK22,OUT010,43277.0,9.8,Baixo Teor de Gordura,0.043663452000000005,Lanches,217.18,2008,Desconhecido,Nível 3,Mercado
NCD55,OUT027,29361.78,12.857645184135977,Baixo Teor de Gordura,0.024213354000000003,Cereais,42.45,1995,Médio,Nível 3,Supermercado Tipo 3
FDH20,OUT035,222044.3,16.1,Regular,0.024944396,Frutas e Vegetais,95.44,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDX43,OUT045,183095.0,5.655,Baixo Teor de Gordura,0.085447928,Frutas e Vegetais,165.85,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDI32,OUT049,172775.1,17.7,Baixo Teor de Gordura,0.174644552,Frutas e Vegetais,113.28,2009,Médio,Nível 1,Supermercado Tipo 1
NCY05,OUT027,105862.2,12.857645184135977,Baixo Teor de Gordura,0.054723717000000005,Mercearia,36.69,1995,Médio,Nível 3,Supermercado Tipo 3
FDI46,OUT049,503344.8,9.5,Baixo Teor de Gordura,0.074460855,Lanches,253.67,2009,Médio,Nível 1,Supermercado Tipo 1
FDD36,OUT049,189619.84,13.3,Baixo Teor de Gordura,0.021306635,Confeitaria,119.81,2009,Médio,Nível 1,Supermercado Tipo 1
FDA14,OUT019,58590.4,12.857645184135977,Baixo Teor de Gordura,0.11412741800000001,Laticínios,147.18,1995,Pequeno,Nível 1,Mercado
FDW50,OUT019,33423.16,12.857645184135977,Baixo Teor de Gordura,0.132327406,Laticínios,168.42,1995,Pequeno,Nível 1,Mercado
FDX33,OUT035,224640.92,9.195,Regular,0.117462619,Lanches,158.96,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDS37,OUT013,69509.52,7.655,Baixo Teor de Gordura,0.031918284000000005,Enlatados,117.75,1997,Grande,Nível 3,Supermercado Tipo 1
FDK25,OUT045,286360.58,11.6,Regular,0.15714988500000002,Café da Manhã,168.25,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDP34,OUT018,265987.1,12.85,Baixo Teor de Gordura,0.137786856,Lanches,157.76,2019,Médio,Nível 3,Supermercado Tipo 2
FDP25,OUT035,611470.72,15.2,Baixo Teor de Gordura,0.021203509000000002,Enlatados,216.38,2014,Pequeno,Nível 2,Supermercado Tipo 1
FDE58,OUT013,237024.8,18.5,Baixo Teor de Gordura,0.052025392000000004,Lanches,118.41,1997,Grande,Nível 3,Supermercado Tipo 1
NCI29,OUT027,496353.9,12.857645184135977,Baixo Teor de Gordura,0.032463574,Mercearia,139.92,1995,Médio,Nível 3,Supermercado Tipo 3
FDA33,OUT045,88684.56,6.48,Baixo Teor de Gordura,0.033968647000000005,Lanches,148.01,2012,Desconhecido,Nível 2,Supermercado Tipo 1
NCM07,OUT046,41945.4,9.395,Baixo Teor de Gordura,0.039961837,Outros,84.09,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU40,OUT018,193747.8,20.85,Baixo Teor de Gordura,0.037556341,Alimentos Congelados,195.35,2019,Médio,Nível 3,Supermercado Tipo 2
FDN02,OUT046,248476.56,16.5,Baixo Teor de Gordura,0.073827748,Enlatados,208.86,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDN32,OUT018,313525.22,17.5,Baixo Teor de Gordura,0.015623754,Frutas e Vegetais,182.63,2019,Médio,Nível 3,Supermercado Tipo 2
FDI07,OUT049,375710.94,12.35,Regular,0.033813351000000005,Açougue,198.14,2009,Médio,Nível 1,Supermercado Tipo 1
FDH14,OUT013,224774.08,17.1,Regular,0.046769599999999995,Enlatados,141.18,1997,Grande,Nível 3,Supermercado Tipo 1
FDD36,OUT010,11851.24,13.3,Baixo Teor de Gordura,0.035607579,Confeitaria,119.91,2008,Desconhecido,Nível 3,Mercado
DRI39,OUT018,101867.4,13.8,Baixo Teor de Gordura,0.09745748300000001,Laticínios,55.39,2019,Médio,Nível 3,Supermercado Tipo 2
DRG48,OUT046,306201.42,5.78,Baixo Teor de Gordura,0.014555066,Bebidas Não Alcoólicas,145.21,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDU60,OUT045,642630.16,20.0,Regular,0.06002252600000001,Confeitaria,168.71,2012,Desconhecido,Nível 2,Supermercado Tipo 1
FDN27,OUT049,152335.04,20.85,Baixo Teor de Gordura,0.039624006,Açougue,117.28,2009,Médio,Nível 1,Supermercado Tipo 1
FDY11,OUT046,85688.46,6.71,Regular,0.029560451,Confeitaria,65.81,2007,Pequeno,Nível 1,Supermercado Tipo 1
FDB02,OUT013,352874.0,9.695,Regular,0.029140008000000002,Enlatados,176.34,1997,Grande,Nível 3,Supermercado Tipo 1
FDY31,OUT013,235426.88,5.98,Baixo Teor de Gordura,0.043526599000000006,Frutas e Vegetais,148.44,1997,Grande,Nível 3,Supermercado Tipo 1
FDC46,OUT017,239754.58,17.7,Baixo Teor de Gordura,0.11720169600000001,Lanches,184.03,2017,Desconhecido,Nível 2,Supermercado Tipo 1
FDW27,OUT027,139618.26,12.857645184135977,Regular,0.150122794,Açougue,154.53,1995,Médio,Nível 3,Supermercado Tipo 3
FDG08,OUT018,223309.32,13.15,Regular,0.16603292900000002,Frutas e Vegetais,170.88,2019,Médio,Nível 3,Supermercado Tipo 2
FDY59,OUT013,92546.2,8.195,Baixo Teor de Gordura,0.031377308,Confeitaria,93.65,1997,Grande,Nível 3,Supermercado Tipo 1
NCS05,OUT049,92745.94,11.5,Baixo Teor de Gordura,0.021010687,Mercearia,131.39,2009,Médio,Nível 1,Supermercado Tipo 1
FDX38,OUT019,14381.28,12.857645184135977,Regular,0.084404264,Laticínios,49.54,1995,Pequeno,Nível 1,Mercado
DRC01,OUT018,44342.28,5.92,Regular,0.019278216,Bebidas Não Alcoólicas,48.27,2019,Médio,Nível 3,Supermercado Tipo 2
NCL07,OUT019,3994.8,12.857645184135977,Baixo Teor de Gordura,0.05486977,Outros,40.55,1995,Pequeno,Nível 1,Mercado
FDQ51,OUT027,132361.04,12.857645184135977,Regular,0.017466284000000002,Açougue,45.47,1995,Médio,Nível 3,Supermercado Tipo 3
DRD27,OUT013,148806.3,18.75,Baixo Teor de Gordura,0.023820082000000003,Laticínios,97.6,1997,Grande,Nível 3,Supermercado Tipo 1
FDV57,OUT027,737040.6,12.857645184135977,Regular,0.06557744900000001,Lanches,181.77,1995,Médio,Nível 3,Supermercado Tipo 3
DRG03,OUT018,169179.78,14.5,Baixo Teor de Gordura,0.062239081,Laticínios,154.3,2019,Médio,Nível 3,Supermercado Tipo 2
FDS23,OUT049,269848.74,4.635,Baixo Teor de Gordura,0.141108156,Pães,128.3,2009,Médio,Nível 1,Supermercado Tipo 1
FDG45,OUT010,42478.04,8.1,Baixo Teor de Gordura,0.214306131,Frutas e Vegetais,213.99,2008,Desconhecido,Nível 3,Mercado
FDJ08,OUT018,363060.74,11.1,Baixo Teor de Gordura,0.111122936,Frutas e Vegetais,189.28,2019,Médio,Nível 3,Supermercado Tipo 2
FDR21,OUT010,88218.5,19.7,Baixo Teor de Gordura,0.11203623600000001,Lanches,174.94,2008,Desconhecido,Nível 3,Mercado
FDG14,OUT017,364325.76,9.0,Regular,0.050786366000000006,Enlatados,152.2,2017,Desconhecido,Nível 2,Supermercado Tipo 1
NCK53,OUT018,267851.34,11.6,Baixo Teor de Gordura,0.037734334,Mercearia,98.1,2019,Médio,Nível 3,Supermercado Tipo 2
FDL09,OUT027,100668.96,12.857645184135977,Regular,0.127416049,Lanches,167.48,1995,Médio,Nível 3,Supermercado Tipo 3
FDO20,OUT049,126169.1,12.85,Regular,0.152364317,Frutas e Vegetais,254.04,2009,Médio,Nível 1,Supermercado Tipo 1
